subgroup,modeldate,startdate,enddate,pollster,samplesize,approve,disapprove
All polls,01/01/2020,4/14/2017,4/20/2017,SurveyMonkey,15855,45,54
All polls,01/01/2020,4/15/2017,4/18/2017,YouGov,1500,41,49
All polls,01/01/2020,4/15/2017,4/19/2017,Ipsos,1813,42,53.1
All polls,01/01/2020,4/17/2017,4/18/2017,icitizen,1073,34,65
All polls,01/01/2020,4/17/2017,4/19/2017,Gallup,1500,43,50
All polls,01/01/2020,4/16/2017,4/20/2017,Ipsos,1900,41.6,53.3
All polls,01/01/2020,4/17/2017,4/19/2017,Rasmussen Reports/Pulse Opinion Research,1500,49,51
All polls,01/01/2020,4/17/2017,4/18/2017,Public Policy Polling,648,43,50
All polls,01/01/2020,4/18/2017,4/20/2017,Rasmussen Reports/Pulse Opinion Research,1500,49,51
All polls,01/01/2020,4/17/2017,4/20/2017,NBC News/Wall Street Journal,900,40,54
All polls,01/01/2020,4/17/2017,4/20/2017,American Research Group,1100,39,56
All polls,01/01/2020,04/12/2017,4/25/2017,USC Dornsife/LA Times,3039,39,47
All polls,01/01/2020,4/17/2017,4/21/2017,Ipsos,2037,39.8,54.8
All polls,01/01/2020,4/17/2017,4/20/2017,ABC News/Washington Post,1004,42,53
All polls,01/01/2020,4/18/2017,4/20/2017,Gallup,1500,43,51
All polls,01/01/2020,4/18/2017,4/22/2017,Ipsos,2042,40.1,53.6
All polls,01/01/2020,4/17/2017,4/23/2017,Kaiser Family Foundation,1171,45,50
All polls,01/01/2020,4/19/2017,4/21/2017,Gallup,1500,42,52
All polls,01/01/2020,4/19/2017,4/20/2017,Gravis Marketing,1665,42,49
All polls,01/01/2020,4/19/2017,4/23/2017,Ipsos,2075,40,53.5
All polls,01/01/2020,4/20/2017,4/22/2017,Gallup,1500,40,54
All polls,01/01/2020,4/19/2017,4/23/2017,Rasmussen Reports/Pulse Opinion Research,1500,51,49
All polls,01/01/2020,4/20/2017,4/24/2017,Morning Consult,2032,51,45
All polls,01/01/2020,4/20/2017,4/24/2017,Ipsos,2182,39.7,53.9
All polls,01/01/2020,4/20/2017,4/24/2017,McLaughlin & Associates,1000,49,46
All polls,01/01/2020,4/20/2017,4/24/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,4/21/2017,4/23/2017,Gallup,1500,40,54
All polls,01/01/2020,4/21/2017,4/24/2017,CBS News,1214,41,53
All polls,01/01/2020,4/22/2017,4/24/2017,Gallup,1500,40,55
All polls,01/01/2020,4/21/2017,4/25/2017,Ipsos,2168,40.5,52.9
All polls,01/01/2020,4/21/2017,4/27/2017,SurveyMonkey,15235,46,52
All polls,01/01/2020,4/22/2017,4/25/2017,CNN/Opinion Research Corp.,1009,44,54
All polls,01/01/2020,4/23/2017,4/25/2017,Fox News,1009,45,48
All polls,01/01/2020,4/22/2017,4/26/2017,Ipsos,2138,41.7,52.5
All polls,01/01/2020,4/23/2017,4/25/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,4/23/2017,4/25/2017,YouGov,1500,42,49
All polls,01/01/2020,4/23/2017,4/25/2017,Gallup,1500,39,56
All polls,01/01/2020,4/24/2017,4/26/2017,Gallup,1500,40,55
All polls,01/01/2020,4/23/2017,4/27/2017,Ipsos,2122,41.5,53.2
All polls,01/01/2020,4/24/2017,4/26/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,4/24/2017,4/28/2017,Ipsos,2401,41.9,52.2
All polls,01/01/2020,4/25/2017,4/27/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,4/25/2017,4/27/2017,Gallup,1500,43,52
All polls,01/01/2020,4/24/2017,4/27/2017,icitizen,1051,32,68
All polls,01/01/2020,4/26/2017,4/28/2017,Gallup,1500,43,51
All polls,01/01/2020,4/25/2017,4/29/2017,Ipsos,2315,42.6,51.6
All polls,01/01/2020,4/27/2017,4/29/2017,Gallup,1500,42,53
All polls,01/01/2020,4/26/2017,4/30/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,4/26/2017,4/30/2017,Ipsos,2244,43,51.7
All polls,01/01/2020,4/28/2017,4/30/2017,Gallup,1500,41,55
All polls,01/01/2020,4/27/2017,05/01/2017,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,4/28/2017,4/29/2017,Zogby Analytics,876,44,50
All polls,01/01/2020,4/27/2017,4/30/2017,Morning Consult,1998,48,45
All polls,01/01/2020,4/27/2017,05/01/2017,Ipsos,2224,43.6,50.9
All polls,01/01/2020,4/28/2017,05/02/2017,Ipsos,2216,43.4,51.6
All polls,01/01/2020,4/29/2017,05/01/2017,Gallup,1500,42,54
All polls,01/01/2020,4/28/2017,05/04/2017,SurveyMonkey,17300,45,52
All polls,01/01/2020,4/30/2017,05/02/2017,Rasmussen Reports/Pulse Opinion Research,1500,49,51
All polls,01/01/2020,4/30/2017,05/02/2017,Gallup,1500,42,52
All polls,01/01/2020,4/28/2017,05/04/2017,IBD/TIPP,904,39,54
All polls,01/01/2020,4/29/2017,05/03/2017,Ipsos,1889,43.4,51.6
All polls,01/01/2020,4/29/2017,05/02/2017,YouGov,1500,43,47
All polls,01/01/2020,05/01/2017,05/03/2017,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,4/30/2017,05/04/2017,Ipsos,1891,43.2,51.7
All polls,01/01/2020,05/02/2017,05/04/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,05/01/2017,05/04/2017,Gallup,1500,42,52
All polls,01/01/2020,05/01/2017,05/05/2017,Ipsos,1973,43.6,51.2
All polls,01/01/2020,05/02/2017,05/06/2017,Ipsos,1866,42.3,51.9
All polls,01/01/2020,05/03/2017,05/05/2017,Gallup,1500,40,54
All polls,01/01/2020,05/02/2017,05/05/2017,Gallup,1500,40,54
All polls,01/01/2020,05/03/2017,05/07/2017,Ipsos,1806,42.9,50.9
All polls,01/01/2020,05/04/2017,05/06/2017,Gallup,1500,40,54
All polls,01/01/2020,05/04/2017,05/06/2017,Morning Consult,1996,44,48
All polls,01/01/2020,05/03/2017,05/07/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,54
All polls,01/01/2020,05/04/2017,05/08/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,05/04/2017,05/08/2017,Ipsos,1828,42.8,51.6
All polls,01/01/2020,05/05/2017,05/07/2017,Gallup,1500,42,53
All polls,01/01/2020,05/04/2017,05/09/2017,Quinnipiac University,1078,36,58
All polls,01/01/2020,05/06/2017,05/08/2017,Gallup,1500,40,53
All polls,01/01/2020,05/05/2017,05/09/2017,Ipsos,1832,42.5,51.9
All polls,01/01/2020,05/06/2017,05/09/2017,YouGov,1500,41,51
All polls,01/01/2020,05/07/2017,05/09/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,05/06/2017,05/10/2017,Ipsos,1767,41,53.4
All polls,01/01/2020,05/07/2017,05/09/2017,Gallup,1500,40,53
All polls,01/01/2020,05/05/2017,05/11/2017,SurveyMonkey,10468,43,55
All polls,01/01/2020,05/08/2017,05/10/2017,Gallup,1500,38,55
All polls,01/01/2020,05/08/2017,05/10/2017,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,05/07/2017,05/11/2017,Ipsos,1855,42,52.9
All polls,01/01/2020,05/09/2017,05/11/2017,Gallup,1500,41,54
All polls,01/01/2020,05/09/2017,05/11/2017,Morning Consult,1731,45,47
All polls,01/01/2020,05/08/2017,05/12/2017,Ipsos,1919,41.1,53.7
All polls,01/01/2020,05/09/2017,05/11/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,05/09/2017,5/13/2017,Ipsos,1840,40.9,53.7
All polls,01/01/2020,05/10/2017,05/12/2017,Gallup,1500,40,55
All polls,01/01/2020,05/03/2017,5/20/2017,Morning Consult,6170,48,45
All polls,01/01/2020,05/11/2017,5/13/2017,Gallup,1500,39,56
All polls,01/01/2020,05/10/2017,5/14/2017,Ipsos,1873,40.9,53.5
All polls,01/01/2020,05/10/2017,5/14/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,05/11/2017,5/13/2017,NBC News/Wall Street Journal,800,39,54
All polls,01/01/2020,05/11/2017,5/15/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,57
All polls,01/01/2020,05/12/2017,5/14/2017,Public Policy Polling,692,40,54
All polls,01/01/2020,05/12/2017,5/14/2017,Morning Consult,2001,43,51
All polls,01/01/2020,05/11/2017,5/15/2017,Ipsos,1850,39.6,54.6
All polls,01/01/2020,05/12/2017,5/14/2017,Gallup,1500,38,57
All polls,01/01/2020,5/13/2017,5/15/2017,Gallup,1500,38,57
All polls,01/01/2020,05/12/2017,5/16/2017,Ipsos,1871,38.8,55.5
All polls,01/01/2020,5/13/2017,5/17/2017,Monmouth University,1002,39,53
All polls,01/01/2020,5/14/2017,5/16/2017,Gallup,1500,38,57
All polls,01/01/2020,05/12/2017,5/18/2017,SurveyMonkey,10220,40,58
All polls,01/01/2020,5/13/2017,5/17/2017,Ipsos,1883,38.7,55.5
All polls,01/01/2020,5/13/2017,5/16/2017,YouGov,1500,39,51
All polls,01/01/2020,5/14/2017,5/16/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,5/15/2017,5/17/2017,Gallup,1500,38,56
All polls,01/01/2020,5/15/2017,5/17/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,5/14/2017,5/18/2017,Ipsos,1971,38,56.2
All polls,01/01/2020,5/16/2017,5/18/2017,Morning Consult,1970,41,52
All polls,01/01/2020,5/16/2017,5/18/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,5/15/2017,5/18/2017,icitizen,1933,29,71
All polls,01/01/2020,5/15/2017,5/19/2017,Ipsos,1939,37,57.4
All polls,01/01/2020,5/16/2017,5/18/2017,Gallup,1500,38,56
All polls,01/01/2020,5/16/2017,5/20/2017,Ipsos,1946,37.1,56.8
All polls,01/01/2020,5/17/2017,5/19/2017,Gallup,1500,37,56
All polls,01/01/2020,5/17/2017,5/21/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,5/17/2017,5/21/2017,Ipsos,1952,37.1,57.1
All polls,01/01/2020,5/16/2017,5/22/2017,Kaiser Family Foundation,1025,37,58
All polls,01/01/2020,5/18/2017,5/20/2017,Gallup,1500,38,56
All polls,01/01/2020,5/17/2017,5/20/2017,American Research Group,1100,39,56
All polls,01/01/2020,5/18/2017,5/20/2017,Harris Poll,2006,45,55
All polls,01/01/2020,5/18/2017,5/22/2017,Ipsos,1953,36.6,57.3
All polls,01/01/2020,5/17/2017,5/23/2017,Quinnipiac University,1404,37,55
All polls,01/01/2020,5/18/2017,5/22/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,5/19/2017,5/21/2017,Gallup,1500,37,56
All polls,01/01/2020,5/18/2017,5/22/2017,Morning Consult,1938,46,50
All polls,01/01/2020,5/18/2017,5/23/2017,Garin-Hart-Yang/Global Strategy Group,1000,40,54
All polls,01/01/2020,5/19/2017,5/23/2017,Ipsos,2003,37.3,56.9
All polls,01/01/2020,5/20/2017,5/22/2017,Gallup,1500,38,56
All polls,01/01/2020,5/20/2017,5/23/2017,YouGov,1500,39,51
All polls,01/01/2020,5/20/2017,5/24/2017,Ipsos,2020,37.9,56.1
All polls,01/01/2020,5/21/2017,5/23/2017,Fox News,1011,40,53
All polls,01/01/2020,5/21/2017,5/23/2017,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,5/21/2017,5/23/2017,Gallup,1500,39,55
All polls,01/01/2020,5/19/2017,5/25/2017,SurveyMonkey,11241,42,56
All polls,01/01/2020,5/22/2017,5/24/2017,Rasmussen Reports/Pulse Opinion Research,1500,48,52
All polls,01/01/2020,5/22/2017,5/24/2017,Gallup,1500,39,55
All polls,01/01/2020,5/21/2017,5/25/2017,Ipsos,2063,38.4,56.4
All polls,01/01/2020,5/22/2017,5/25/2017,icitizen,1860,29.1,70.2
All polls,01/01/2020,5/23/2017,5/25/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,5/22/2017,5/26/2017,Ipsos,2235,37.9,56.6
All polls,01/01/2020,5/23/2017,5/25/2017,Gallup,1500,41,54
All polls,01/01/2020,5/23/2017,5/27/2017,Ipsos,2210,38.8,55.8
All polls,01/01/2020,5/24/2017,5/26/2017,Gallup,1500,41,54
All polls,01/01/2020,5/24/2017,5/28/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,5/25/2017,5/27/2017,Gallup,1500,42,53
All polls,01/01/2020,5/24/2017,5/28/2017,Ipsos,2108,39.5,54.9
All polls,01/01/2020,5/25/2017,5/29/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,5/25/2017,5/29/2017,Ipsos,2073,39.9,55.2
All polls,01/01/2020,5/26/2017,5/28/2017,Gallup,1500,42,53
All polls,01/01/2020,5/25/2017,5/30/2017,Morning Consult,1991,45,51
All polls,01/01/2020,5/26/2017,5/30/2017,Ipsos,2085,39.9,54.9
All polls,01/01/2020,5/27/2017,5/29/2017,Gallup,1500,41,54
All polls,01/01/2020,5/26/2017,06/01/2017,SurveyMonkey,11287,41,57
All polls,01/01/2020,5/28/2017,5/30/2017,Gallup,1500,41,53
All polls,01/01/2020,5/28/2017,5/30/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,57
All polls,01/01/2020,5/27/2017,5/30/2017,YouGov,1500,38,51
All polls,01/01/2020,5/27/2017,5/31/2017,Ipsos,1872,41.2,54
All polls,01/01/2020,5/28/2017,5/31/2017,McLaughlin & Associates,1000,47,51
All polls,01/01/2020,5/29/2017,5/31/2017,Gallup,1500,40,54
All polls,01/01/2020,5/28/2017,06/01/2017,Ipsos,1847,39.9,55.4
All polls,01/01/2020,5/29/2017,5/31/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,57
All polls,01/01/2020,5/29/2017,06/02/2017,Ipsos,1910,38.4,57.6
All polls,01/01/2020,5/30/2017,06/01/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,5/30/2017,5/31/2017,Morning Consult,2201,44,50
All polls,01/01/2020,5/30/2017,06/01/2017,Gallup,1500,39,55
All polls,01/01/2020,5/31/2017,06/02/2017,Gallup,1500,37,57
All polls,01/01/2020,5/30/2017,06/03/2017,Ipsos,2126,39,57.1
All polls,01/01/2020,5/31/2017,06/04/2017,Ipsos,2420,38.7,57.5
All polls,01/01/2020,06/01/2017,06/03/2017,Gallup,1500,36,58
All polls,01/01/2020,5/31/2017,06/04/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,06/01/2017,06/02/2017,Morning Consult,1999,44,52
All polls,01/01/2020,06/02/2017,06/04/2017,Gallup,1500,37,57
All polls,01/01/2020,5/31/2017,06/06/2017,Quinnipiac University,1361,34,57
All polls,01/01/2020,06/01/2017,06/05/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,06/01/2017,06/05/2017,Ipsos,2410,37.6,58.4
All polls,01/01/2020,5/31/2017,06/05/2017,GQR Research,1000,41,53
All polls,01/01/2020,5/30/2017,06/06/2017,IBD/TIPP,903,37,55
All polls,01/01/2020,06/03/2017,06/05/2017,Gallup,1500,38,57
All polls,01/01/2020,06/02/2017,06/06/2017,Ipsos,2371,37.7,58.1
All polls,01/01/2020,06/02/2017,06/08/2017,SurveyMonkey,12770,41,57
All polls,01/01/2020,06/04/2017,06/06/2017,YouGov,1500,38,54
All polls,01/01/2020,06/04/2017,06/06/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,06/04/2017,06/06/2017,Gallup,1500,38,57
All polls,01/01/2020,06/03/2017,06/07/2017,Ipsos,2260,37.9,57.1
All polls,01/01/2020,06/04/2017,06/08/2017,Ipsos,1968,36.9,57.9
All polls,01/01/2020,06/05/2017,06/07/2017,Gallup,1500,37,58
All polls,01/01/2020,06/05/2017,06/07/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,06/06/2017,06/08/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,06/05/2017,06/09/2017,Ipsos,1520,36.6,57.5
All polls,01/01/2020,06/06/2017,06/08/2017,Gallup,1500,37,58
All polls,01/01/2020,06/07/2017,06/09/2017,Gallup,1500,39,56
All polls,01/01/2020,06/06/2017,06/10/2017,Ipsos,1449,37.1,57.5
All polls,01/01/2020,06/07/2017,06/11/2017,Ipsos,1449,37.5,57.1
All polls,01/01/2020,06/08/2017,06/10/2017,Gallup,1500,38,58
All polls,01/01/2020,06/07/2017,06/11/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,06/09/2017,06/11/2017,Gallup,1500,36,59
All polls,01/01/2020,06/08/2017,06/12/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,57
All polls,01/01/2020,06/08/2017,06/12/2017,Ipsos,1451,40.3,55.6
All polls,01/01/2020,06/09/2017,06/11/2017,Public Policy Polling,811,41,52
All polls,01/01/2020,06/08/2017,06/11/2017,AP-NORC,1068,35,64
All polls,01/01/2020,06/08/2017,06/12/2017,Morning Consult,2200,44,50
All polls,01/01/2020,06/09/2017,06/12/2017,CNBC/Hart Research/Public Opinion Strategies,800,37,51
All polls,01/01/2020,06/09/2017,06/12/2017,Zogby Analytics,1031,41,55
All polls,01/01/2020,06/09/2017,6/13/2017,Ipsos,1495,40.4,55.7
All polls,01/01/2020,06/10/2017,06/12/2017,Gallup,1500,36,60
All polls,01/01/2020,06/11/2017,6/13/2017,Gallup,1500,36,59
All polls,01/01/2020,06/11/2017,6/13/2017,YouGov,1500,39,52
All polls,01/01/2020,06/09/2017,6/15/2017,SurveyMonkey,17092,43,55
All polls,01/01/2020,06/11/2017,6/13/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,06/10/2017,6/14/2017,Ipsos,1574,40.2,56.4
All polls,01/01/2020,06/11/2017,6/15/2017,Ipsos,1613,38.8,57.3
All polls,01/01/2020,06/12/2017,6/14/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,06/12/2017,6/14/2017,Gallup,1500,38,57
All polls,01/01/2020,06/08/2017,6/18/2017,Pew Research Center,2504,39,55
All polls,01/01/2020,6/13/2017,6/15/2017,Gallup,1500,38,57
All polls,01/01/2020,06/12/2017,6/16/2017,Ipsos,1620,38.8,57.4
All polls,01/01/2020,6/13/2017,6/15/2017,Rasmussen Reports/Pulse Opinion Research,1500,50,50
All polls,01/01/2020,6/14/2017,6/16/2017,Gallup,1500,39,55
All polls,01/01/2020,6/13/2017,6/17/2017,Ipsos,1586,35.8,60.4
All polls,01/01/2020,6/14/2017,6/18/2017,Garin-Hart-Yang/Global Strategy Group,1000,42,54
All polls,01/01/2020,6/14/2017,6/18/2017,Ipsos,1567,36.7,59.8
All polls,01/01/2020,6/15/2017,6/17/2017,Gallup,1500,39,55
All polls,01/01/2020,6/14/2017,6/18/2017,Rasmussen Reports/Pulse Opinion Research,1500,48,51
All polls,01/01/2020,6/15/2017,6/18/2017,CBS News,1117,36,57
All polls,01/01/2020,6/15/2017,6/19/2017,Ipsos,1551,36.7,59.5
All polls,01/01/2020,6/14/2017,6/19/2017,Kaiser Family Foundation,1208,40,56
All polls,01/01/2020,6/15/2017,6/19/2017,Morning Consult,2528,43,51
All polls,01/01/2020,6/16/2017,6/18/2017,Gallup,1500,38,56
All polls,01/01/2020,6/15/2017,6/19/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,6/15/2017,6/18/2017,icitizen,1449,23.9,75.9
All polls,01/01/2020,6/17/2017,6/19/2017,Gallup,1500,37,57
All polls,01/01/2020,6/16/2017,6/20/2017,Ipsos,1544,37.6,58.6
All polls,01/01/2020,6/16/2017,6/22/2017,SurveyMonkey,13657,43,54
All polls,01/01/2020,6/17/2017,6/20/2017,NBC News/Wall Street Journal,900,40,55
All polls,01/01/2020,6/17/2017,6/20/2017,American Research Group,1100,37,59
All polls,01/01/2020,6/17/2017,6/21/2017,Ipsos,1533,39.2,57
All polls,01/01/2020,6/18/2017,6/20/2017,YouGov,1500,40,49
All polls,01/01/2020,6/18/2017,6/20/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,6/18/2017,6/20/2017,Gallup,1500,37,58
All polls,01/01/2020,6/18/2017,6/22/2017,Ipsos,1561,38.7,56.2
All polls,01/01/2020,6/19/2017,6/21/2017,Harris Poll,2237,48,52
All polls,01/01/2020,6/19/2017,6/21/2017,Gallup,1500,39,56
All polls,01/01/2020,6/19/2017,6/21/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,6/19/2017,6/23/2017,Ipsos,1589,37,56.7
All polls,01/01/2020,6/20/2017,6/22/2017,Gallup,1500,42,54
All polls,01/01/2020,6/20/2017,6/22/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,6/20/2017,6/21/2017,Morning Consult,2177,44,50
All polls,01/01/2020,6/21/2017,6/22/2017,Morning Consult,2001,46,49
All polls,01/01/2020,6/21/2017,6/23/2017,Gallup,1500,39,55
All polls,01/01/2020,6/20/2017,6/24/2017,Ipsos,1580,35.9,57.2
All polls,01/01/2020,6/21/2017,6/25/2017,Rasmussen Reports/Pulse Opinion Research,1500,47,53
All polls,01/01/2020,6/21/2017,6/25/2017,Marist College,1205,37,51
All polls,01/01/2020,6/22/2017,6/24/2017,Morning Consult,1994,45,51
All polls,01/01/2020,6/22/2017,6/24/2017,Gallup,1500,38,57
All polls,01/01/2020,6/21/2017,6/25/2017,Ipsos,1576,35.9,56.9
All polls,01/01/2020,6/22/2017,6/26/2017,Ipsos,1587,34.4,58.2
All polls,01/01/2020,6/22/2017,6/26/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,6/23/2017,6/25/2017,Gallup,1500,36,58
All polls,01/01/2020,6/22/2017,6/26/2017,icitizen,1746,31,69
All polls,01/01/2020,6/23/2017,6/27/2017,Ipsos,1621,35.4,58.1
All polls,01/01/2020,6/22/2017,6/27/2017,Quinnipiac University,1212,40,55
All polls,01/01/2020,6/24/2017,6/26/2017,Gallup,1500,39,57
All polls,01/01/2020,6/25/2017,6/27/2017,YouGov,1500,39,51
All polls,01/01/2020,6/23/2017,6/29/2017,IBD/TIPP,900,37,58
All polls,01/01/2020,6/25/2017,6/27/2017,Fox News,1017,44,50
All polls,01/01/2020,6/25/2017,6/27/2017,Gallup,1500,39,56
All polls,01/01/2020,6/24/2017,6/28/2017,Ipsos,1623,36.2,57.6
All polls,01/01/2020,6/24/2017,6/27/2017,Suffolk University,1000,41.9,52.6
All polls,01/01/2020,6/25/2017,6/27/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,6/23/2017,6/29/2017,SurveyMonkey,10945,41,56
All polls,01/01/2020,6/25/2017,6/29/2017,Ipsos,1592,36.6,56.6
All polls,01/01/2020,6/26/2017,6/28/2017,Gallup,1500,40,56
All polls,01/01/2020,6/26/2017,6/28/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,6/26/2017,6/30/2017,Ipsos,1660,37.6,56.2
All polls,01/01/2020,6/27/2017,6/29/2017,Gallup,1500,38,57
All polls,01/01/2020,6/27/2017,6/29/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,54
All polls,01/01/2020,6/28/2017,6/30/2017,Gallup,1500,38,57
All polls,01/01/2020,6/27/2017,07/01/2017,Ipsos,1659,38.7,54.7
All polls,01/01/2020,6/29/2017,07/01/2017,Gallup,1500,37,57
All polls,01/01/2020,6/28/2017,07/02/2017,Ipsos,1614,38.1,54.9
All polls,01/01/2020,6/28/2017,07/02/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,6/30/2017,07/02/2017,Gallup,1500,39,56
All polls,01/01/2020,6/29/2017,07/02/2017,icitizen,1330,30,69
All polls,01/01/2020,6/29/2017,07/03/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,6/29/2017,07/03/2017,Ipsos,1558,38.3,54.8
All polls,01/01/2020,6/30/2017,07/04/2017,Ipsos,1600,37.8,56.8
All polls,01/01/2020,07/01/2017,07/03/2017,Gallup,1500,37,57
All polls,01/01/2020,07/01/2017,07/05/2017,Ipsos,1535,38.1,57.1
All polls,01/01/2020,6/30/2017,07/06/2017,SurveyMonkey,12338,43,55
All polls,01/01/2020,07/02/2017,07/06/2017,Ipsos,1554,38,57.8
All polls,01/01/2020,07/02/2017,07/05/2017,Gallup,1500,37,57
All polls,01/01/2020,07/03/2017,07/04/2017,YouGov,1500,38,52
All polls,01/01/2020,07/03/2017,07/05/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,56
All polls,01/01/2020,07/04/2017,07/06/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,07/03/2017,07/06/2017,Gallup,1500,37,57
All polls,01/01/2020,07/03/2017,07/07/2017,Ipsos,1563,39.2,57.1
All polls,01/01/2020,07/05/2017,07/07/2017,Gallup,1500,38,56
All polls,01/01/2020,07/04/2017,07/08/2017,Ipsos,1581,39.8,56.3
All polls,01/01/2020,07/05/2017,07/09/2017,Ipsos,1568,39.3,56.9
All polls,01/01/2020,07/06/2017,07/08/2017,Gallup,1500,39,56
All polls,01/01/2020,07/05/2017,07/09/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,07/06/2017,07/10/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,55
All polls,01/01/2020,07/06/2017,07/10/2017,Ipsos,1560,39.6,56.8
All polls,01/01/2020,07/07/2017,07/09/2017,Gallup,1500,39,56
All polls,01/01/2020,07/07/2017,07/09/2017,Morning Consult,2191,45,49
All polls,01/01/2020,07/05/2017,07/10/2017,Kaiser Family Foundation,1208,38,57
All polls,01/01/2020,07/07/2017,07/11/2017,Ipsos,1534,39.9,56.2
All polls,01/01/2020,07/08/2017,07/10/2017,Gallup,1500,40,55
All polls,01/01/2020,07/06/2017,07/11/2017,icitizen,1827,33,66
